"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 23, 2020","12.34","12.94","13.10","12.12","69.82M","-2.14%"
"Apr 22, 2020","12.61","12.35","13.02","12.25","88.87M","4.27%"
"Apr 20, 2020","12.09","10.91","12.11","10.79","79.13M","8.72%"
"Apr 17, 2020","11.12","11.64","11.70","10.95","48.18M","-2.15%"
"Apr 16, 2020","11.37","11.14","11.48","11.03","57.93M","3.92%"
"Apr 15, 2020","10.94","10.50","11.06","10.35","53.94M","2.21%"
"Apr 14, 2020","10.70","10.70","10.83","10.56","44.49M","2.36%"
"Apr 13, 2020","10.45","10.25","10.50","10.15","33.61M","0.62%"
"Apr 09, 2020","10.39","10.68","10.90","10.29","51.61M","-0.74%"
"Apr 08, 2020","10.47","10.05","10.53","9.84","62.91M","4.66%"
"Apr 07, 2020","10.00","10.34","10.63","10.00","78.28M","4.95%"
"Apr 06, 2020","9.53","9.58","9.82","9.28","64.71M","7.48%"
"Apr 03, 2020","8.87","8.82","8.89","8.31","65.60M","-0.98%"
"Apr 02, 2020","8.95","9.53","9.65","8.76","81.57M","-4.24%"
"Apr 01, 2020","9.35","9.33","9.76","9.00","73.31M","-3.87%"
"Mar 31, 2020","9.73","10.60","10.78","9.68","96.64M","-6.27%"
"Mar 30, 2020","10.38","10.23","10.48","9.93","75.36M","6.67%"
"Mar 27, 2020","9.73","9.65","10.16","9.39","68.00M","-5.16%"
"Mar 26, 2020","10.26","10.14","11.08","10.04","91.19M","2.80%"
"Mar 25, 2020","9.98","9.20","10.81","9.16","124.53M","9.05%"
"Mar 24, 2020","9.15","8.41","9.43","8.41","82.36M","21.42%"
"Mar 23, 2020","7.54","8.11","8.21","7.37","85.38M","-1.44%"
"Mar 20, 2020","7.65","8.18","9.00","7.65","112.82M","0.33%"
"Mar 19, 2020","7.62","6.86","7.83","6.24","112.50M","6.04%"
"Mar 18, 2020","7.19","7.99","8.39","6.60","121.29M","-19.00%"
"Mar 17, 2020","8.87","9.01","9.40","8.19","107.86M","4.40%"
"Mar 16, 2020","8.50","8.73","9.96","8.50","91.61M","-18.88%"
"Mar 13, 2020","10.48","10.60","10.67","8.53","120.06M","23.53%"
"Mar 12, 2020","8.48","8.98","9.69","7.63","69.53M","-21.08%"
"Mar 11, 2020","10.75","11.23","11.67","9.95","79.46M","-8.32%"
"Mar 10, 2020","11.72","11.23","11.73","10.55","81.80M","16.43%"
"Mar 09, 2020","10.07","9.73","10.57","9.67","96.77M","-10.96%"
"Mar 06, 2020","11.31","11.01","11.58","10.74","113.37M","-5.15%"
"Mar 05, 2020","11.92","12.97","12.97","11.62","84.79M","-8.88%"
"Mar 04, 2020","13.08","13.57","13.59","12.94","45.34M","-0.76%"
"Mar 03, 2020","13.18","13.14","13.67","12.89","58.39M","0.57%"
"Mar 02, 2020","13.11","12.65","13.33","12.43","64.61M","4.02%"
"Feb 28, 2020","12.60","12.22","12.60","11.78","78.80M","0.54%"
"Feb 27, 2020","12.54","12.97","13.32","12.48","58.82M","-4.97%"
"Feb 26, 2020","13.19","13.24","13.48","12.91","53.72M","-6.32%"
"Feb 21, 2020","14.08","13.88","14.42","13.82","38.34M","-0.16%"
"Feb 20, 2020","14.10","14.45","14.50","13.93","44.56M","-2.28%"
"Feb 19, 2020","14.43","14.56","14.69","14.37","36.51M","-0.62%"
"Feb 18, 2020","14.52","14.53","14.74","14.34","38.23M","-1.07%"
"Feb 17, 2020","14.68","14.47","14.95","14.26","73.78M","4.47%"
"Feb 14, 2020","14.05","14.37","14.46","13.97","36.68M","-1.26%"
"Feb 13, 2020","14.23","13.70","14.29","13.50","54.98M","1.98%"
"Feb 12, 2020","13.95","13.60","14.11","13.53","42.10M","3.08%"
"Feb 11, 2020","13.54","13.27","13.67","12.90","37.95M","3.61%"
"Feb 10, 2020","13.07","13.47","13.85","12.86","51.32M","-3.41%"
"Feb 07, 2020","13.53","13.89","13.95","13.35","39.08M","-2.87%"
"Feb 06, 2020","13.93","14.47","14.51","13.92","41.16M","-2.57%"
"Feb 05, 2020","14.29","14.59","14.68","14.23","34.48M","-0.62%"
"Feb 04, 2020","14.38","14.37","14.64","14.25","32.87M","2.00%"
"Feb 03, 2020","14.10","14.09","14.21","13.88","24.57M","1.31%"
"Jan 31, 2020","13.92","13.88","14.26","13.77","38.78M","-1.24%"
"Jan 30, 2020","14.09","14.06","14.14","13.73","44.30M","-1.38%"
"Jan 29, 2020","14.29","14.35","14.49","14.13","39.80M","0.53%"
"Jan 28, 2020","14.22","13.47","14.22","13.47","41.43M","5.93%"
"Jan 27, 2020","13.42","13.73","13.80","13.41","30.10M","-4.19%"
"Jan 24, 2020","14.01","14.16","14.23","13.97","30.07M","-0.76%"
"Jan 23, 2020","14.11","13.89","14.15","13.70","32.74M","1.60%"
"Jan 22, 2020","13.89","14.10","14.24","13.68","36.06M","-0.39%"
"Jan 21, 2020","13.95","13.90","14.15","13.87","32.26M","-0.16%"
"Jan 20, 2020","13.97","13.50","13.97","13.48","29.62M","3.04%"
"Jan 17, 2020","13.56","13.42","13.58","13.25","24.18M","1.66%"
"Jan 16, 2020","13.34","13.52","13.65","13.05","33.52M","-0.37%"
"Jan 15, 2020","13.39","13.39","13.56","13.27","36.97M","-0.63%"
"Jan 14, 2020","13.47","13.47","13.73","13.37","33.18M","-0.42%"
"Jan 13, 2020","13.53","13.02","13.53","13.01","34.31M","4.69%"
"Jan 10, 2020","12.92","12.99","13.23","12.73","37.48M","-0.54%"
"Jan 09, 2020","12.99","12.60","13.03","12.58","44.12M","3.56%"
"Jan 08, 2020","12.55","12.13","12.56","12.10","40.01M","3.07%"
"Jan 07, 2020","12.17","12.21","12.27","12.10","26.82M","-0.29%"
"Jan 06, 2020","12.21","12.07","12.30","11.92","27.36M","0.08%"
"Jan 03, 2020","12.20","12.10","12.31","12.05","26.74M","-0.89%"
"Jan 02, 2020","12.31","12.05","12.31","11.90","29.60M","3.49%"
"Dec 30, 2019","11.89","12.16","12.21","11.84","32.35M","-2.11%"
"Dec 27, 2019","12.15","12.25","12.32","12.00","23.70M","-0.73%"
"Dec 26, 2019","12.24","12.16","12.24","12.12","19.40M","0.72%"
"Dec 23, 2019","12.15","12.11","12.28","12.06","26.01M","0.31%"
"Dec 20, 2019","12.11","12.12","12.22","11.96","36.74M","-0.06%"
"Dec 19, 2019","12.12","12.10","12.15","11.94","30.08M","0.19%"
"Dec 18, 2019","12.10","12.00","12.21","11.88","41.21M","1.36%"
"Dec 17, 2019","11.94","12.31","12.31","11.77","48.48M","-2.88%"
"Dec 16, 2019","12.29","12.34","12.43","12.13","42.75M","0.47%"
"Dec 13, 2019","12.23","12.04","12.38","11.96","54.63M","2.59%"
"Dec 12, 2019","11.92","11.96","12.06","11.85","36.26M","0.53%"
"Dec 11, 2019","11.86","11.69","11.94","11.63","45.07M","2.10%"
"Dec 10, 2019","11.62","11.45","11.62","11.29","33.75M","1.64%"
"Dec 09, 2019","11.43","11.32","11.59","11.30","51.05M","0.99%"
"Dec 06, 2019","11.32","11.22","11.36","11.17","30.21M","1.14%"
"Dec 05, 2019","11.19","11.04","11.26","10.99","39.04M","1.86%"
"Dec 04, 2019","10.99","11.14","11.40","10.97","58.36M","-1.17%"
"Dec 03, 2019","11.11","11.26","11.27","10.97","34.45M","-0.73%"
"Dec 02, 2019","11.20","11.33","11.38","11.10","39.41M","-0.24%"
"Nov 29, 2019","11.22","11.42","11.44","11.22","45.51M","-1.25%"
"Nov 28, 2019","11.37","11.30","11.48","11.17","48.19M","0.00%"
"Nov 27, 2019","11.37","10.83","11.37","10.77","65.13M","5.95%"
"Nov 26, 2019","10.73","11.02","11.04","10.60","71.94M","-2.84%"
"Nov 25, 2019","11.04","11.34","11.34","11.04","36.31M","-2.62%"
"Nov 22, 2019","11.34","11.14","11.39","11.11","47.98M","1.09%"
"Nov 21, 2019","11.22","11.19","11.24","11.03","42.85M","1.08%"
"Nov 19, 2019","11.10","11.21","11.28","10.85","59.73M","-1.02%"
"Nov 18, 2019","11.21","11.22","11.26","10.91","110.62M","1.65%"
"Nov 14, 2019","11.03","10.64","11.08","10.61","72.27M","4.12%"
"Nov 13, 2019","10.59","10.68","10.69","10.39","91.29M","-2.07%"
"Nov 12, 2019","10.82","11.27","11.33","10.74","65.44M","-3.60%"
"Nov 11, 2019","11.22","10.84","11.34","10.78","44.66M","2.76%"
"Nov 08, 2019","10.92","10.85","11.16","10.71","42.56M","-0.88%"
"Nov 07, 2019","11.02","11.37","11.44","11.01","39.11M","-2.21%"
"Nov 06, 2019","11.27","11.09","11.29","10.84","47.18M","2.63%"
"Nov 05, 2019","10.98","11.30","11.54","10.85","72.75M","-2.07%"
"Nov 04, 2019","11.21","12.00","12.16","11.16","125.37M","-4.70%"
"Nov 01, 2019","11.76","11.20","11.79","11.19","91.66M","5.71%"
"Oct 31, 2019","11.13","10.81","11.13","10.61","95.42M","1.41%"
"Oct 30, 2019","10.97","10.68","11.08","10.53","127.47M","6.97%"
"Oct 29, 2019","10.26","10.76","10.82","10.13","49.02M","-3.56%"
"Oct 28, 2019","10.64","10.52","10.76","10.48","41.78M","1.60%"
"Oct 25, 2019","10.47","10.81","10.84","10.47","32.18M","-2.89%"
"Oct 24, 2019","10.78","10.84","10.96","10.76","23.68M","-0.55%"
"Oct 23, 2019","10.84","10.87","10.97","10.70","32.22M","-0.53%"
"Oct 22, 2019","10.90","10.77","10.96","10.76","23.62M","1.44%"
"Oct 21, 2019","10.74","10.81","10.86","10.57","24.53M","0.23%"
"Oct 18, 2019","10.72","10.83","10.96","10.56","28.27M","-0.39%"
"Oct 17, 2019","10.76","10.64","11.06","10.62","53.10M","0.96%"
"Oct 16, 2019","10.66","10.37","10.69","10.21","40.95M","2.30%"
"Oct 15, 2019","10.42","10.52","10.67","10.28","38.02M","-0.88%"
"Oct 14, 2019","10.51","9.97","10.51","9.95","43.77M","4.12%"
"Oct 11, 2019","10.10","9.84","10.16","9.81","43.57M","4.01%"
"Oct 10, 2019","9.71","9.90","9.97","9.67","30.08M","-1.79%"
"Oct 09, 2019","9.88","9.55","9.89","9.54","35.45M","4.34%"
"Oct 08, 2019","9.47","9.63","9.71","9.44","42.36M","-0.85%"
"Oct 07, 2019","9.55","9.60","9.89","9.49","39.17M","-0.98%"
"Oct 04, 2019","9.65","9.30","9.68","9.28","59.23M","3.97%"
"Oct 03, 2019","9.28","9.10","9.28","8.97","23.02M","2.19%"
"Oct 02, 2019","9.08","9.24","9.28","9.02","35.18M","-2.54%"
"Oct 01, 2019","9.32","9.24","9.32","9.13","25.67M","1.11%"
"Sep 30, 2019","9.22","9.14","9.26","9.09","20.49M","0.65%"
"Sep 27, 2019","9.16","9.10","9.17","8.99","16.07M","0.63%"
"Sep 26, 2019","9.10","9.16","9.27","9.08","27.55M","-0.41%"
"Sep 25, 2019","9.14","9.09","9.17","8.89","22.36M","-0.14%"
"Sep 24, 2019","9.15","8.98","9.21","8.95","37.48M","2.17%"
"Sep 23, 2019","8.95","9.10","9.10","8.89","24.40M","-1.56%"
"Sep 20, 2019","9.10","8.94","9.10","8.82","42.44M","2.09%"
"Sep 19, 2019","8.91","8.81","9.04","8.81","45.82M","2.14%"
"Sep 18, 2019","8.72","8.58","8.76","8.57","25.36M","0.60%"
"Sep 17, 2019","8.67","8.49","8.75","8.42","41.15M","0.00%"
"Sep 16, 2019","8.68","8.41","8.68","8.15","42.26M","2.26%"
"Sep 13, 2019","8.48","8.76","8.77","8.47","30.65M","-2.57%"
"Sep 12, 2019","8.71","8.71","8.80","8.43","50.11M","1.16%"
"Sep 11, 2019","8.61","8.38","8.62","8.25","65.14M","6.46%"
"Sep 10, 2019","8.09","8.21","8.29","7.87","95.24M","-4.97%"
"Sep 09, 2019","8.51","8.98","9.00","8.34","56.87M","-5.00%"
"Sep 06, 2019","8.96","9.20","9.22","8.92","31.17M","-1.91%"
"Sep 05, 2019","9.13","9.33","9.40","9.12","27.90M","-1.34%"
"Sep 04, 2019","9.26","9.12","9.26","9.04","31.10M","3.68%"
"Sep 03, 2019","8.93","9.03","9.30","8.90","29.24M","-1.99%"
"Sep 02, 2019","9.11","9.08","9.19","8.98","26.82M","0.88%"
"Aug 30, 2019","9.03","9.35","9.44","8.93","43.84M","-2.60%"
"Aug 29, 2019","9.27","8.85","9.27","8.79","55.47M","6.73%"
"Aug 28, 2019","8.69","8.46","8.70","8.33","43.87M","2.05%"
"Aug 27, 2019","8.51","8.52","8.69","8.41","51.69M","1.51%"
"Aug 26, 2019","8.38","8.67","8.71","8.27","37.92M","-0.24%"
"Aug 23, 2019","8.40","8.37","8.70","8.21","66.06M","-1.89%"
"Aug 22, 2019","8.57","9.13","9.18","8.53","52.28M","-5.77%"
"Aug 21, 2019","9.09","9.15","9.26","9.09","25.07M","0.00%"
"Aug 20, 2019","9.09","9.37","9.37","9.01","40.92M","-3.44%"
"Aug 19, 2019","9.41","9.47","9.50","9.28","22.78M","0.72%"
"Aug 16, 2019","9.34","9.35","9.42","9.06","35.25M","3.44%"
"Aug 15, 2019","9.03","9.33","9.46","8.98","40.04M","-1.73%"
"Aug 14, 2019","9.19","9.30","9.52","9.10","52.40M","-2.38%"
"Aug 13, 2019","9.42","9.35","9.53","9.31","63.83M","3.93%"
"Aug 12, 2019","9.06","9.40","9.40","8.95","37.71M","-3.60%"
"Aug 09, 2019","9.40","9.24","9.62","9.24","47.79M","1.72%"
"Aug 08, 2019","9.24","9.13","9.29","9.09","38.36M","2.29%"
"Aug 07, 2019","9.03","9.18","9.18","8.77","45.87M","-0.79%"
"Aug 06, 2019","9.11","8.85","9.22","8.84","68.98M","6.09%"
"Aug 05, 2019","8.58","8.77","8.77","8.56","58.85M","-2.66%"
"Aug 02, 2019","8.82","8.73","8.86","8.63","45.11M","2.55%"
"Aug 01, 2019","8.60","8.38","8.68","8.34","78.67M","4.85%"
"Jul 31, 2019","8.20","8.33","8.40","8.10","49.88M","-0.31%"
"Jul 30, 2019","8.23","8.20","8.44","8.18","56.04M","0.28%"
"Jul 29, 2019","8.20","7.84","8.22","7.79","45.83M","4.68%"
"Jul 26, 2019","7.84","7.66","7.89","7.62","37.27M","3.08%"
"Jul 25, 2019","7.60","7.70","7.72","7.53","35.34M","-0.54%"
"Jul 24, 2019","7.64","7.56","7.75","7.56","27.48M","1.57%"
"Jul 23, 2019","7.53","7.74","7.76","7.51","35.73M","-2.16%"
"Jul 22, 2019","7.69","7.49","7.70","7.43","47.42M","3.91%"
"Jul 19, 2019","7.40","7.74","7.76","7.40","47.92M","-3.62%"
"Jul 18, 2019","7.68","7.70","7.79","7.62","39.06M","1.07%"
"Jul 17, 2019","7.60","7.37","7.80","7.37","83.35M","4.44%"
"Jul 16, 2019","7.28","7.21","7.28","7.20","22.11M","1.45%"
"Jul 15, 2019","7.17","7.31","7.32","7.15","29.62M","-0.60%"
"Jul 12, 2019","7.22","7.31","7.47","7.21","61.08M","0.55%"
"Jul 11, 2019","7.18","7.33","7.33","7.13","34.36M","-1.17%"
"Jul 10, 2019","7.26","7.19","7.34","7.19","35.44M","1.79%"
"Jul 08, 2019","7.13","7.03","7.19","7.00","30.01M","1.47%"
"Jul 05, 2019","7.03","6.90","7.10","6.86","31.41M","2.25%"
"Jul 04, 2019","6.88","6.92","6.97","6.88","36.10M","0.11%"
"Jul 03, 2019","6.87","6.59","6.87","6.57","43.27M","3.95%"
"Jul 02, 2019","6.61","6.55","6.61","6.50","22.67M","1.08%"
"Jul 01, 2019","6.54","6.59","6.64","6.50","22.54M","-0.44%"
"Jun 28, 2019","6.57","6.51","6.57","6.45","32.30M","1.18%"
"Jun 27, 2019","6.49","6.48","6.51","6.39","23.60M","0.10%"
"Jun 26, 2019","6.48","6.47","6.53","6.44","22.58M","0.94%"
"Jun 25, 2019","6.42","6.50","6.56","6.42","33.16M","-1.65%"
"Jun 24, 2019","6.53","6.60","6.65","6.49","26.89M","-1.26%"
"Jun 21, 2019","6.61","6.56","6.65","6.56","39.45M","1.26%"
"Jun 19, 2019","6.53","6.44","6.56","6.38","83.07M","0.91%"
"Jun 18, 2019","6.47","6.55","6.61","6.44","35.12M","0.29%"
"Jun 17, 2019","6.45","6.60","6.72","6.43","43.85M","-1.92%"
"Jun 14, 2019","6.58","6.50","6.69","6.39","47.25M","0.94%"
"Jun 13, 2019","6.52","6.41","6.54","6.39","41.02M","3.20%"
"Jun 12, 2019","6.32","6.41","6.41","6.25","42.39M","-1.96%"
"Jun 11, 2019","6.44","6.34","6.52","6.33","36.00M","2.32%"
"Jun 10, 2019","6.30","6.17","6.36","6.11","37.41M","2.04%"
"Jun 07, 2019","6.17","5.93","6.17","5.93","31.18M","4.44%"
"Jun 06, 2019","5.91","6.03","6.03","5.85","21.57M","-0.62%"
"Jun 05, 2019","5.95","6.10","6.13","5.85","40.38M","-1.71%"
"Jun 04, 2019","6.05","6.16","6.19","5.97","25.71M","-0.11%"
"Jun 03, 2019","6.06","6.13","6.18","6.02","26.36M","-0.64%"
"May 31, 2019","6.10","5.97","6.10","5.96","26.92M","1.61%"
"May 30, 2019","6.00","5.91","6.05","5.90","28.79M","1.91%"
"May 29, 2019","5.89","5.92","6.08","5.82","45.07M","0.14%"
"May 28, 2019","5.88","5.61","5.88","5.60","65.63M","6.18%"
"May 27, 2019","5.54","5.63","5.66","5.54","15.46M","0.65%"
"May 24, 2019","5.50","5.68","5.71","5.47","25.41M","-2.00%"
"May 23, 2019","5.61","5.53","5.67","5.45","32.85M","0.11%"
"May 22, 2019","5.61","5.63","5.73","5.54","35.19M","0.47%"
"May 21, 2019","5.58","5.47","5.65","5.46","37.01M","3.71%"
"May 20, 2019","5.38","5.29","5.45","5.26","32.73M","2.48%"
"May 17, 2019","5.25","5.13","5.37","5.13","33.80M","1.09%"
"May 16, 2019","5.19","5.36","5.37","5.19","56.52M","-3.47%"
"May 15, 2019","5.38","5.48","5.48","5.34","47.42M","-2.95%"
"May 14, 2019","5.54","5.69","5.75","5.54","32.24M","-0.98%"
"May 13, 2019","5.60","5.74","5.76","5.60","29.67M","-3.47%"
"May 10, 2019","5.80","5.82","5.87","5.63","28.08M","0.32%"
"May 09, 2019","5.78","6.00","6.00","5.78","34.34M","-3.93%"
"May 08, 2019","6.02","5.97","6.08","5.97","29.00M","0.70%"
"May 07, 2019","5.98","6.27","6.29","5.95","54.56M","-4.03%"
"May 06, 2019","6.23","6.06","6.25","6.03","48.74M","2.02%"
"May 03, 2019","6.10","5.94","6.19","5.94","38.29M","2.89%"
"May 02, 2019","5.93","5.87","5.99","5.84","43.07M","-0.27%"
"Apr 30, 2019","5.95","5.71","5.95","5.69","68.13M","7.14%"
"Apr 29, 2019","5.55","5.57","5.60","5.51","16.35M","-0.25%"
"Apr 26, 2019","5.57","5.47","5.60","5.45","36.80M","2.26%"
"Apr 25, 2019","5.44","5.32","5.44","5.29","24.51M","1.47%"
"Apr 24, 2019","5.36","5.31","5.38","5.24","25.79M","0.85%"
"Apr 23, 2019","5.32","5.22","5.33","5.22","16.60M","2.27%"
"Apr 22, 2019","5.20","5.28","5.29","5.17","13.83M","-2.11%"
"Apr 18, 2019","5.31","5.00","5.33","4.99","43.73M","6.87%"
"Apr 17, 2019","4.97","5.09","5.12","4.93","38.95M","-1.77%"
"Apr 16, 2019","5.06","5.08","5.15","5.03","23.47M","-0.26%"
"Apr 15, 2019","5.07","5.15","5.18","5.04","41.47M","-0.81%"
"Apr 12, 2019","5.11","5.09","5.23","5.04","26.44M","-0.70%"
"Apr 11, 2019","5.15","5.23","5.23","5.09","20.59M","-1.60%"
"Apr 10, 2019","5.23","5.18","5.23","5.14","20.26M","1.44%"
"Apr 09, 2019","5.16","5.16","5.22","5.07","33.78M","-0.26%"
"Apr 08, 2019","5.17","5.27","5.28","5.12","76.98M","-1.91%"
"Apr 05, 2019","5.27","5.25","5.30","5.20","23.54M","0.59%"
"Apr 04, 2019","5.24","5.27","5.32","5.20","22.64M","0.00%"
"Apr 03, 2019","5.25","5.21","5.36","5.18","40.40M","1.76%"
"Apr 02, 2019","5.16","5.34","5.35","5.14","35.46M","-3.00%"
"Apr 01, 2019","5.31","5.40","5.42","5.31","16.01M","-0.90%"
"Mar 29, 2019","5.36","5.34","5.40","5.31","22.87M","1.21%"
"Mar 28, 2019","5.30","5.24","5.35","5.13","44.72M","1.66%"
"Mar 27, 2019","5.21","5.43","5.43","5.16","50.54M","-4.86%"
"Mar 26, 2019","5.48","5.43","5.48","5.39","24.35M","2.01%"
"Mar 25, 2019","5.37","5.39","5.47","5.29","32.88M","-0.11%"
"Mar 22, 2019","5.38","5.58","5.64","5.36","43.93M","-4.91%"
"Mar 21, 2019","5.65","5.60","5.65","5.55","31.27M","0.34%"
"Mar 20, 2019","5.64","5.61","5.66","5.56","23.03M","0.51%"
"Mar 19, 2019","5.61","5.58","5.67","5.56","21.55M","0.16%"
"Mar 18, 2019","5.60","5.49","5.63","5.47","43.08M","1.82%"
"Mar 15, 2019","5.50","5.52","5.54","5.45","25.32M","0.39%"
"Mar 14, 2019","5.48","5.49","5.54","5.45","13.39M","-0.44%"
"Mar 13, 2019","5.50","5.53","5.57","5.45","22.79M","-0.88%"
"Mar 12, 2019","5.55","5.62","5.63","5.52","22.46M","-2.04%"
"Mar 11, 2019","5.66","5.61","5.70","5.53","38.83M","0.97%"
"Mar 08, 2019","5.61","5.46","5.69","5.39","54.21M","2.07%"
"Mar 07, 2019","5.50","5.32","5.52","5.29","39.68M","3.23%"
"Mar 06, 2019","5.32","5.43","5.44","5.31","15.52M","-2.06%"
"Mar 01, 2019","5.44","5.43","5.55","5.37","28.41M","1.01%"
"Feb 28, 2019","5.38","5.46","5.49","5.28","32.04M","-1.44%"
"Feb 27, 2019","5.46","5.54","5.57","5.42","25.50M","-1.40%"
"Feb 26, 2019","5.54","5.37","5.58","5.31","33.78M","2.76%"
"Feb 25, 2019","5.39","5.55","5.58","5.39","41.36M","-2.36%"
"Feb 22, 2019","5.52","5.28","5.62","5.15","122.04M","10.43%"
"Feb 21, 2019","5.00","5.09","5.10","4.95","40.64M","-0.86%"
"Feb 20, 2019","5.04","5.33","5.33","5.03","48.36M","-4.22%"
"Feb 19, 2019","5.26","5.21","5.34","5.20","30.27M","0.66%"
"Feb 18, 2019","5.23","5.08","5.23","5.04","14.98M","2.79%"
"Feb 15, 2019","5.09","5.26","5.27","5.09","31.44M","-3.94%"
"Feb 14, 2019","5.30","5.04","5.31","4.97","33.74M","5.82%"
"Feb 13, 2019","5.00","5.14","5.15","4.91","38.46M","-2.12%"
"Feb 12, 2019","5.11","5.18","5.22","5.07","32.63M","-0.32%"
"Feb 11, 2019","5.13","5.27","5.27","5.10","21.72M","-2.75%"
"Feb 08, 2019","5.27","5.21","5.27","5.11","22.03M","1.92%"
"Feb 07, 2019","5.18","5.29","5.44","5.18","37.66M","-1.71%"
"Feb 06, 2019","5.27","5.41","5.41","5.23","25.85M","-3.30%"
"Feb 05, 2019","5.45","5.49","5.50","5.42","14.45M","-0.89%"
"Feb 04, 2019","5.49","5.51","5.53","5.41","17.36M","-0.97%"
"Feb 01, 2019","5.55","5.55","5.60","5.46","20.67M","-0.15%"
"Jan 31, 2019","5.56","5.51","5.62","5.39","30.59M","1.66%"
"Jan 30, 2019","5.47","5.59","5.65","5.37","43.97M","-1.09%"
"Jan 29, 2019","5.53","5.22","5.58","5.21","51.17M","6.40%"
"Jan 28, 2019","5.19","5.15","5.23","5.09","25.05M","0.00%"
"Jan 24, 2019","5.20","5.29","5.32","5.12","36.25M","-1.25%"
"Jan 23, 2019","5.26","5.09","5.28","5.05","38.25M","4.66%"
"Jan 22, 2019","5.03","5.06","5.18","4.98","65.05M","-2.96%"
"Jan 21, 2019","5.18","5.40","5.41","5.18","40.01M","-4.13%"
"Jan 18, 2019","5.41","5.45","5.49","5.38","22.50M","-0.16%"
"Jan 17, 2019","5.41","5.40","5.47","5.36","28.73M","-0.30%"
"Jan 16, 2019","5.43","5.50","5.52","5.37","35.45M","-1.11%"
"Jan 15, 2019","5.49","5.59","5.61","5.45","32.90M","-1.13%"
"Jan 14, 2019","5.55","5.52","5.58","5.46","34.13M","0.79%"
"Jan 11, 2019","5.51","5.62","5.63","5.51","37.48M","-1.80%"
"Jan 10, 2019","5.61","5.56","5.62","5.52","24.43M","0.97%"
"Jan 09, 2019","5.56","5.62","5.65","5.52","24.80M","-0.33%"
"Jan 08, 2019","5.58","5.63","5.66","5.55","19.40M","-0.81%"
"Jan 07, 2019","5.62","5.52","5.66","5.50","21.17M","1.55%"
"Jan 04, 2019","5.54","5.71","5.72","5.53","27.72M","-3.04%"
"Jan 03, 2019","5.71","5.58","5.76","5.57","26.34M","-1.07%"
"Jan 02, 2019","5.77","5.60","5.77","5.56","27.02M","3.05%"
"Dec 28, 2018","5.60","5.44","5.60","5.44","26.54M","4.06%"
"Dec 27, 2018","5.38","5.49","5.54","5.37","20.60M","-1.56%"
"Dec 26, 2018","5.47","5.63","5.63","5.46","25.65M","-3.28%"
"Dec 21, 2018","5.65","5.47","5.65","5.44","38.75M","2.71%"
"Dec 20, 2018","5.50","5.52","5.57","5.35","32.63M","0.53%"
"Dec 19, 2018","5.47","5.45","5.59","5.45","32.28M","0.63%"
"Dec 18, 2018","5.44","5.28","5.44","5.25","31.58M","3.43%"
"Dec 17, 2018","5.26","5.28","5.32","5.24","27.82M","-0.31%"
"Dec 14, 2018","5.28","5.22","5.33","5.19","35.20M","1.85%"
"Dec 13, 2018","5.18","5.20","5.25","5.17","19.07M","-0.30%"
"Dec 12, 2018","5.20","5.10","5.20","5.10","27.91M","2.20%"
"Dec 11, 2018","5.08","5.04","5.09","4.98","20.58M","2.40%"
"Dec 10, 2018","4.96","5.08","5.13","4.96","22.18M","-2.32%"
"Dec 07, 2018","5.08","5.09","5.17","5.04","25.72M","-0.59%"
"Dec 06, 2018","5.11","5.03","5.14","5.00","23.03M","0.25%"
"Dec 05, 2018","5.10","5.10","5.15","5.06","15.34M","0.00%"
"Dec 04, 2018","5.10","5.04","5.19","4.97","53.33M","1.53%"
"Dec 03, 2018","5.02","5.20","5.21","4.97","36.33M","-1.57%"
"Nov 30, 2018","5.10","5.25","5.29","5.09","56.23M","-3.77%"
"Nov 29, 2018","5.30","5.15","5.31","5.05","55.87M","0.76%"
"Nov 28, 2018","5.26","5.17","5.37","5.14","62.41M","0.77%"
"Nov 27, 2018","5.22","4.96","5.23","4.93","46.06M","6.53%"
"Nov 26, 2018","4.90","5.08","5.14","4.89","43.81M","-2.58%"
"Nov 23, 2018","5.03","4.96","5.09","4.96","38.09M","1.62%"
"Nov 22, 2018","4.95","4.80","4.95","4.80","36.06M","2.91%"
"Nov 21, 2018","4.81","4.79","4.86","4.71","29.88M","-0.41%"
"Nov 19, 2018","4.83","4.86","4.89","4.78","21.42M","-0.41%"
"Nov 16, 2018","4.85","4.86","4.88","4.80","43.23M","0.83%"
"Nov 14, 2018","4.81","4.78","4.84","4.63","46.51M","1.26%"
"Nov 13, 2018","4.75","4.80","4.91","4.72","54.57M","0.00%"
"Nov 12, 2018","4.75","4.55","4.82","4.50","53.16M","4.86%"
"Nov 09, 2018","4.53","4.58","4.60","4.43","68.40M","-0.88%"
"Nov 08, 2018","4.57","4.66","4.77","4.57","58.79M","-2.14%"
"Nov 07, 2018","4.67","5.02","5.03","4.51","154.66M","-4.89%"
"Nov 06, 2018","4.91","5.15","5.18","4.86","108.13M","-8.22%"
"Nov 05, 2018","5.35","5.27","5.36","5.21","43.54M","1.71%"
"Nov 01, 2018","5.26","5.26","5.29","5.17","34.86M","0.57%"
"Oct 31, 2018","5.23","5.26","5.32","5.13","37.12M","-0.19%"
"Oct 30, 2018","5.24","5.20","5.25","5.10","53.78M","1.75%"
